UF,Cidade,tempmax,tempmin,Mês DPP,Município
AL,Japaratinga,"32,39","23,61",1,
AL,Japaratinga,"31,8","24,26",2,
AL,Japaratinga,"29,8","24,59",3,
AL,Japaratinga,"29,33","24,04",4,
AL,Japaratinga,"28,44","23,13",5,
AL,Japaratinga,"26,48","21,46",6,
AL,Japaratinga,"27,07","19,87",7,
AL,Japaratinga,"27,87","20,06",8,
AL,Japaratinga,"27,69","20,26",9,
AL,Japaratinga,"29,02","20,78",10,
AL,Japaratinga,"30,93","21,59",11,
AL,Japaratinga,"31,46","22,63",12,
AL,Jaramataia,"35,09","23,96",1,
AL,Jaramataia,"34,02","24,04",2,
AL,Jaramataia,"32,46","24,61",3,
AL,Jaramataia,"30,69","24,46",4,
AL,Jaramataia,"29,78","23,24",5,
AL,Jaramataia,"27,56","20,7",6,
AL,Jaramataia,"27,89","19,57",7,
AL,Jaramataia,"28,09","20,89",8,
AL,Jaramataia,"28,22","19,83",9,
AL,Jaramataia,"30,96","20,35",10,
AL,Jaramataia,"33,13","21,02",11,
AL,Jaramataia,"34,59","21,67",12,
AL,Jequiá da Praia,"32,17","24,11",1,
AL,Jequiá da Praia,"31,24","24,52",2,
AL,Jequiá da Praia,"29,94","24,83",3,
AL,Jequiá da Praia,"29,37","24,31",4,
AL,Jequiá da Praia,"28,26","23,61",5,
AL,Jequiá da Praia,"26,33","22,22",6,
AL,Jequiá da Praia,"26,78","20,59",7,
AL,Jequiá da Praia,"27,85","21,02",8,
AL,Jequiá da Praia,"27,87","21,07",9,
AL,Jequiá da Praia,"29,17","21,31",10,
AL,Jequiá da Praia,"30,56","22,28",11,
AL,Jequiá da Praia,"31,35","22,85",12,
AL,Joaquim Gomes,"32,11","23,72",1,
AL,Joaquim Gomes,"31,59","24,33",2,
AL,Joaquim Gomes,"29,96","24,7",3,
AL,Joaquim Gomes,"29,33","24,11",4,
AL,Joaquim Gomes,"28,72","23,26",5,
AL,Joaquim Gomes,"26,91","21,67",6,
AL,Joaquim Gomes,"26,89","19,89",7,
AL,Joaquim Gomes,"27,83",20,8,
AL,Joaquim Gomes,"27,7","20,11",9,
AL,Joaquim Gomes,29,"20,85",10,
AL,Joaquim Gomes,"30,74","21,63",11,
AL,Joaquim Gomes,"31,3","22,57",12,
AL,Junqueiro,"32,72","24,3",1,
AL,Junqueiro,"32,98","24,46",2,
AL,Junqueiro,"30,93","24,94",3,
AL,Junqueiro,"29,94","24,69",4,
AL,Junqueiro,"28,87","23,54",5,
AL,Junqueiro,"26,98","22,2",6,
AL,Junqueiro,"27,7","21,13",7,
AL,Junqueiro,"28,06","21,98",8,
AL,Junqueiro,"28,11","21,93",9,
AL,Junqueiro,"29,39","21,61",10,
AL,Junqueiro,"30,81","22,17",11,
AL,Junqueiro,"32,11","22,56",12,
AL,Lagoa da Canoa,"33,78","24,09",1,
AL,Lagoa da Canoa,"33,54","24,46",2,
AL,Lagoa da Canoa,"31,57","24,56",3,
AL,Lagoa da Canoa,"29,98","24,43",4,
AL,Lagoa da Canoa,"29,2","23,46",5,
AL,Lagoa da Canoa,"27,17",22,6,
AL,Lagoa da Canoa,"27,8",21,7,
AL,Lagoa da Canoa,"28,02","21,5",8,
AL,Lagoa da Canoa,"27,81","21,39",9,
AL,Lagoa da Canoa,"29,26","21,3",10,
AL,Lagoa da Canoa,"31,15","21,93",11,
AL,Lagoa da Canoa,"32,89","22,24",12,
AL,Limoeiro de Anadia,"33,67","24,09",1,
AL,Limoeiro de Anadia,"33,43","24,46",2,
AL,Limoeiro de Anadia,"30,46","24,57",3,
AL,Limoeiro de Anadia,"30,2","24,43",4,
AL,Limoeiro de Anadia,"29,31","23,52",5,
AL,Limoeiro de Anadia,"27,06","21,89",6,
AL,Limoeiro de Anadia,"27,94","21,39",7,
AL,Limoeiro de Anadia,"28,17","22,2",8,
AL,Limoeiro de Anadia,"27,35","20,87",9,
AL,Limoeiro de Anadia,"29,06","22,06",10,
AL,Limoeiro de Anadia,"31,5","22,04",11,
AL,Limoeiro de Anadia,"33,39","22,13",12,
AL,Maceió,"31,83","23,87",1,
AL,Maceió,"31,46","24,5",2,
AL,Maceió,30,"24,8",3,
AL,Maceió,"29,17","24,15",4,
AL,Maceió,"28,11","23,56",5,
AL,Maceió,"26,06","21,67",6,
AL,Maceió,"26,61","20,09",7,
AL,Maceió,"27,85","20,24",8,
AL,Maceió,"27,7","20,2",9,
AL,Maceió,"28,93","21,06",10,
AL,Maceió,"30,52","21,93",11,
AL,Maceió,"31,06","22,72",12,
AL,Major Isidoro,"34,94","23,72",1,
AL,Major Isidoro,"33,98","23,61",2,
AL,Major Isidoro,"32,09","24,24",3,
AL,Major Isidoro,"30,24","23,93",4,
AL,Major Isidoro,"29,61","22,98",5,
AL,Major Isidoro,"27,46","20,31",6,
AL,Major Isidoro,"27,89","19,35",7,
AL,Major Isidoro,"28,09","20,61",8,
AL,Major Isidoro,"27,76","19,63",9,
AL,Major Isidoro,"30,72","20,19",10,
AL,Major Isidoro,"33,17","20,85",11,
AL,Major Isidoro,"34,59","21,67",12,
AL,Mar Vermelho,"33,69","23,85",1,
AL,Mar Vermelho,"32,81","24,48",2,
AL,Mar Vermelho,"30,72","24,69",3,
AL,Mar Vermelho,"29,2","24,17",4,
AL,Mar Vermelho,"28,89","23,54",5,
AL,Mar Vermelho,"27,02","21,93",6,
AL,Mar Vermelho,"27,31","20,41",7,
AL,Mar Vermelho,28,"20,2",8,
AL,Mar Vermelho,"27,61","20,09",9,
AL,Mar Vermelho,"28,94","20,59",10,
AL,Mar Vermelho,"31,28","21,28",11,
AL,Mar Vermelho,"33,46","22,02",12,
AL,Maragogi,"32,56","23,09",1,
AL,Maragogi,32,"23,67",2,
AL,Maragogi,"30,44","24,59",3,
AL,Maragogi,"30,52","23,98",4,
AL,Maragogi,"29,43","22,74",5,
AL,Maragogi,"27,54","21,43",6,
AL,Maragogi,"27,85","20,04",7,
AL,Maragogi,"28,5","19,85",8,
AL,Maragogi,"28,3","20,26",9,
AL,Maragogi,"29,5","20,5",10,
AL,Maragogi,"31,5","20,8",11,
AL,Maragogi,"32,13","22,46",12,
AL,Marechal Deodoro,"31,87","23,91",1,
AL,Marechal Deodoro,"31,48","24,54",2,
AL,Marechal Deodoro,30,"24,76",3,
AL,Marechal Deodoro,"29,17","24,13",4,
AL,Marechal Deodoro,"28,11","23,52",5,
AL,Marechal Deodoro,"26,06","21,69",6,
AL,Marechal Deodoro,"26,52","20,09",7,
AL,Marechal Deodoro,"27,83","20,19",8,
AL,Marechal Deodoro,"27,72","20,09",9,
AL,Marechal Deodoro,"28,98","20,98",10,
AL,Marechal Deodoro,"30,56","21,81",11,
AL,Marechal Deodoro,"31,11","22,63",12,
AL,Maribondo,"32,98","23,87",1,
AL,Maribondo,"32,11","24,54",2,
AL,Maribondo,"30,28","24,72",3,
AL,Maribondo,"29,17","24,17",4,
AL,Maribondo,"28,54","23,54",5,
AL,Maribondo,"26,59","21,87",6,
AL,Maribondo,"26,94","20,37",7,
AL,Maribondo,"27,91","20,19",8,
AL,Maribondo,"27,61","20,07",9,
AL,Maribondo,"28,91","20,72",10,
AL,Maribondo,"30,93","21,61",11,
AL,Maribondo,"32,5","22,33",12,
AL,Mata Grande,"35,46","24,2",1,
AL,Mata Grande,34,23,2,
AL,Mata Grande,"32,02","23,19",3,
AL,Mata Grande,"31,35","22,96",4,
AL,Mata Grande,"32,67","22,28",5,
AL,Mata Grande,"30,67","20,31",6,
AL,Mata Grande,"31,67",20,7,
AL,Mata Grande,32,"20,67",8,
AL,Mata Grande,"31,33","20,67",9,
AL,Mata Grande,"33,69","22,33",10,
AL,Mata Grande,35,"22,24",11,
AL,Mata Grande,"35,33","23,33",12,
AL,Matriz de Camaragibe,"32,19","23,56",1,
AL,Matriz de Camaragibe,"31,67","24,17",2,
AL,Matriz de Camaragibe,"30,07","24,72",3,
AL,Matriz de Camaragibe,"29,46",24,4,
AL,Matriz de Camaragibe,"29,11","23,2",5,
AL,Matriz de Camaragibe,"27,52","21,74",6,
AL,Matriz de Camaragibe,"27,11","19,8",7,
AL,Matriz de Camaragibe,"27,83","19,93",8,
AL,Matriz de Camaragibe,"27,7","20,17",9,
AL,Matriz de Camaragibe,29,"20,83",10,
AL,Matriz de Camaragibe,"30,8","21,63",11,
AL,Matriz de Camaragibe,"31,33","22,59",12,
AL,Messias,"31,91","23,93",1,
AL,Messias,"31,54","24,54",2,
AL,Messias,"29,98","24,72",3,
AL,Messias,"29,11","24,11",4,
AL,Messias,"28,19","23,41",5,
AL,Messias,"26,2","21,67",6,
AL,Messias,"26,54","20,04",7,
AL,Messias,"27,76","20,09",8,
AL,Messias,"27,7","19,93",9,
AL,Messias,"29,02","20,87",10,
AL,Messias,"30,59","21,63",11,
AL,Messias,"31,22","22,48",12,
AL,Minador do Negrão,"34,63","23,3",1,
AL,Minador do Negrão,"33,96","22,61",2,
AL,Minador do Negrão,"31,06","23,11",3,
AL,Minador do Negrão,"29,09","22,98",4,
AL,Minador do Negrão,"29,46","22,17",5,
AL,Minador do Negrão,"27,43","19,57",6,
AL,Minador do Negrão,"27,89","18,78",7,
AL,Minador do Negrão,"28,09","19,8",8,
AL,Minador do Negrão,"27,46","19,22",9,
AL,Minador do Negrão,"30,07","19,93",10,
AL,Minador do Negrão,"32,72","20,59",11,
AL,Minador do Negrão,"34,59","21,67",12,
AL,Monteirópolis,"35,41","23,89",1,
AL,Monteirópolis,"34,02","23,74",2,
AL,Monteirópolis,"32,69","24,39",3,
AL,Monteirópolis,"30,93","24,22",4,
AL,Monteirópolis,"29,96","23,24",5,
AL,Monteirópolis,"27,72","20,61",6,
AL,Monteirópolis,"27,89","19,69",7,
AL,Monteirópolis,"28,22","20,76",8,
AL,Monteirópolis,"28,09","19,89",9,
AL,Monteirópolis,"31,44","20,35",10,
AL,Monteirópolis,"33,57","21,02",11,
AL,Monteirópolis,"34,59","21,67",12,
AL,Murici,"31,93","23,91",1,
AL,Murici,"31,57","24,56",2,
AL,Murici,"29,98","24,76",3,
AL,Murici,"29,15","24,15",4,
AL,Murici,"28,26","23,43",5,
AL,Murici,"26,31","21,67",6,
AL,Murici,"26,57","20,02",7,
AL,Murici,"27,8","20,13",8,
AL,Murici,"27,7","19,98",9,
AL,Murici,29,"20,91",10,
AL,Murici,"30,61","21,69",11,
AL,Murici,"31,2","22,52",12,
AL,Novo Lino,"32,48","23,41",1,
AL,Novo Lino,"31,93","24,02",2,
AL,Novo Lino,"29,94","24,54",3,
AL,Novo Lino,"29,65","23,98",4,
AL,Novo Lino,"28,76",23,5,
AL,Novo Lino,"26,96","21,44",6,
AL,Novo Lino,"27,39","19,81",7,
AL,Novo Lino,"28,07","19,93",8,
AL,Novo Lino,"27,85","20,35",9,
AL,Novo Lino,"29,11","20,67",10,
AL,Novo Lino,"31,11","21,35",11,
AL,Novo Lino,"31,7","22,59",12,
AL,Olho D´água Das Flores,"35,33","23,89",1,
AL,Olho D´água Das Flores,"33,96","23,74",2,
AL,Olho D´água Das Flores,"32,69","24,39",3,
AL,Olho D´água Das Flores,"30,72","24,22",4,
AL,Olho D´água Das Flores,"29,76","23,24",5,
AL,Olho D´água Das Flores,"27,72","20,61",6,
AL,Olho D´água Das Flores,"27,89","19,69",7,
AL,Olho D´água Das Flores,"28,22","20,76",8,
AL,Olho D´água Das Flores,"28,09","19,89",9,
AL,Olho D´água Das Flores,"31,44","20,35",10,
AL,Olho D´água Das Flores,"33,57","21,02",11,
AL,Olho D´água Das Flores,"34,59","21,67",12,
AL,Olho D´água do Casado,"35,8","24,87",1,
AL,Olho D´água do Casado,"34,31","23,87",2,
AL,Olho D´água do Casado,"33,35","24,63",3,
AL,Olho D´água do Casado,"32,69","24,43",4,
AL,Olho D´água do Casado,"32,67",23,5,
AL,Olho D´água do Casado,"30,67","20,33",6,
AL,Olho D´água do Casado,"31,67",20,7,
AL,Olho D´água do Casado,32,"20,67",8,
AL,Olho D´água do Casado,"31,33","20,67",9,
AL,Olho D´água do Casado,"33,69","22,33",10,
AL,Olho D´água do Casado,35,"22,67",11,
AL,Olho D´água do Casado,"35,33","23,33",12,
AL,Olho D´água Grande,"33,98","24,19",1,
AL,Olho D´água Grande,"33,78","24,13",2,
AL,Olho D´água Grande,"31,54","24,56",3,
AL,Olho D´água Grande,"30,59","24,96",4,
AL,Olho D´água Grande,"29,78","23,69",5,
AL,Olho D´água Grande,"28,24","21,93",6,
AL,Olho D´água Grande,"27,94","20,72",7,
AL,Olho D´água Grande,"28,26","21,91",8,
AL,Olho D´água Grande,"28,41","22,11",9,
AL,Olho D´água Grande,"29,48","21,67",10,
AL,Olho D´água Grande,"30,76","22,26",11,
AL,Olho D´água Grande,"32,2","22,46",12,
AL,Olivença,"35,22","23,89",1,
AL,Olivença,"33,96","23,74",2,
AL,Olivença,"32,69","24,39",3,
AL,Olivença,"30,72","24,22",4,
AL,Olivença,"29,76","23,24",5,
AL,Olivença,"27,72","20,61",6,
AL,Olivença,"27,89","19,69",7,
AL,Olivença,"28,22","20,76",8,
AL,Olivença,"28,09","19,89",9,
AL,Olivença,"31,44","20,35",10,
AL,Olivença,"33,57","21,02",11,
AL,Olivença,"34,59","21,67",12,
AL,Palmeira Dos Índios,"34,63","23,52",1,
AL,Palmeira Dos Índios,"33,96","23,28",2,
AL,Palmeira Dos Índios,"31,59","23,94",3,
AL,Palmeira Dos Índios,"29,63","23,57",4,
AL,Palmeira Dos Índios,"29,46","22,57",5,
AL,Palmeira Dos Índios,"27,43","19,93",6,
AL,Palmeira Dos Índios,"27,89","18,94",7,
AL,Palmeira Dos Índios,"28,09","20,35",8,
AL,Palmeira Dos Índios,"27,46","19,41",9,
AL,Palmeira Dos Índios,"29,94","20,09",10,
AL,Palmeira Dos Índios,"32,69","20,76",11,
AL,Palmeira Dos Índios,"34,59","21,67",12,
AL,Pão de Açúcar,"36,43","24,76",1,
AL,Pão de Açúcar,"35,15","24,31",2,
AL,Pão de Açúcar,"33,87","25,11",3,
AL,Pão de Açúcar,"32,85","24,89",4,
AL,Pão de Açúcar,"30,85","23,69",5,
AL,Pão de Açúcar,"28,94","20,96",6,
AL,Pão de Açúcar,"29,52","20,3",7,
AL,Pão de Açúcar,"30,43","21,39",8,
AL,Pão de Açúcar,"31,3","21,19",9,
AL,Pão de Açúcar,"33,85","22,35",10,
AL,Pão de Açúcar,"34,63","22,19",11,
AL,Pão de Açúcar,"36,2","23,06",12,
AL,Pariconha,"35,59","24,17",1,
AL,Pariconha,"34,26","23,46",2,
AL,Pariconha,"33,02","23,91",3,
AL,Pariconha,"32,35","23,7",4,
AL,Pariconha,"32,67","22,67",5,
AL,Pariconha,"30,67","20,33",6,
AL,Pariconha,"31,67",20,7,
AL,Pariconha,32,"20,67",8,
AL,Pariconha,"31,33","20,67",9,
AL,Pariconha,"33,69","22,33",10,
AL,Pariconha,35,"22,48",11,
AL,Pariconha,"35,33","23,33",12,
AL,Paripueira,"31,96","23,81",1,
AL,Paripueira,"31,54","24,43",2,
AL,Paripueira,30,"24,76",3,
AL,Paripueira,"29,22","24,22",4,
AL,Paripueira,"28,56","23,41",5,
AL,Paripueira,"26,72","21,72",6,
AL,Paripueira,"26,7","19,96",7,
AL,Paripueira,"27,8","20,07",8,
AL,Paripueira,"27,7","20,06",9,
AL,Paripueira,"28,96","20,94",10,
AL,Paripueira,"30,56","21,78",11,
AL,Paripueira,"31,11","22,61",12,
AL,Passo de Camaragibe,"32,19","23,52",1,
AL,Passo de Camaragibe,"31,7","24,09",2,
AL,Passo de Camaragibe,"30,13","24,7",3,
AL,Passo de Camaragibe,"29,44","23,96",4,
AL,Passo de Camaragibe,"29,26","23,22",5,
AL,Passo de Camaragibe,"27,8","21,78",6,
AL,Passo de Camaragibe,"27,19","19,78",7,
AL,Passo de Camaragibe,"27,81","19,89",8,
AL,Passo de Camaragibe,"27,69","20,11",9,
AL,Passo de Camaragibe,"28,98","20,87",10,
AL,Passo de Camaragibe,"30,69","21,69",11,
AL,Passo de Camaragibe,"31,24","22,59",12,
AL,Paulo Jacinto,"33,57","23,85",1,
AL,Paulo Jacinto,"32,8","24,46",2,
AL,Paulo Jacinto,"30,65","24,69",3,
AL,Paulo Jacinto,"29,19","24,11",4,
AL,Paulo Jacinto,"28,81","23,48",5,
AL,Paulo Jacinto,"26,96","21,93",6,
AL,Paulo Jacinto,"27,31","20,33",7,
AL,Paulo Jacinto,28,"20,2",8,
AL,Paulo Jacinto,"27,61","20,09",9,
AL,Paulo Jacinto,"28,94","20,61",10,
AL,Paulo Jacinto,"31,28","21,28",11,
AL,Paulo Jacinto,"33,39","22,02",12,
AL,Penedo,"32,41","24,35",1,
AL,Penedo,"32,87","24,37",2,
AL,Penedo,"31,06","24,98",3,
AL,Penedo,"30,83","25,15",4,
AL,Penedo,"29,46","23,7",5,
AL,Penedo,"27,76","22,3",6,
AL,Penedo,"28,09","21,35",7,
AL,Penedo,"28,52","22,22",8,
AL,Penedo,"28,93","22,35",9,
AL,Penedo,30,22,10,
AL,Penedo,"30,46","22,67",11,
AL,Penedo,"31,7","22,81",12,
AL,Piaçabuçu,"32,39","24,31",1,
AL,Piaçabuçu,"32,91","24,3",2,
AL,Piaçabuçu,"31,24","25,06",3,
AL,Piaçabuçu,"31,15","25,43",4,
AL,Piaçabuçu,"29,52","23,76",5,
AL,Piaçabuçu,"27,85","22,3",6,
AL,Piaçabuçu,"28,31","21,59",7,
AL,Piaçabuçu,"28,74","22,46",8,
AL,Piaçabuçu,"29,19","22,44",9,
AL,Piaçabuçu,"30,31","22,09",10,
AL,Piaçabuçu,"30,43","22,76",11,
AL,Piaçabuçu,"31,76","22,8",12,
AL,Pindoba,33,"23,87",1,
AL,Pindoba,"32,17","24,54",2,
AL,Pindoba,"30,28","24,72",3,
AL,Pindoba,"29,17","24,15",4,
AL,Pindoba,"28,56","23,52",5,
AL,Pindoba,"26,59","21,87",6,
AL,Pindoba,"26,98","20,33",7,
AL,Pindoba,"27,93","20,19",8,
AL,Pindoba,"27,61","20,07",9,
AL,Pindoba,"28,93","20,72",10,
AL,Pindoba,"30,94","21,59",11,
AL,Pindoba,"32,56","22,31",12,
AL,Poço Das Trincheiras,"35,17","23,63",1,
AL,Poço Das Trincheiras,"33,96","23,09",2,
AL,Poço Das Trincheiras,"32,06","23,69",3,
AL,Poço Das Trincheiras,"30,09","23,52",4,
AL,Poço Das Trincheiras,"29,59","22,65",5,
AL,Poço Das Trincheiras,"27,56","20,11",6,
AL,Poço Das Trincheiras,"27,89","19,17",7,
AL,Poço Das Trincheiras,"28,13","20,15",8,
AL,Poço Das Trincheiras,"27,72","19,48",9,
AL,Poço Das Trincheiras,"31,26","20,13",10,
AL,Poço Das Trincheiras,"33,67","20,8",11,
AL,Poço Das Trincheiras,"34,59","21,67",12,
AL,Porto Calvo,"32,24","23,61",1,
AL,Porto Calvo,"31,61","24,2",2,
AL,Porto Calvo,"29,87","24,65",3,
AL,Porto Calvo,"29,52","24,02",4,
AL,Porto Calvo,"28,83","23,13",5,
AL,Porto Calvo,"27,13","21,61",6,
AL,Porto Calvo,"27,19","19,85",7,
AL,Porto Calvo,"27,89","19,96",8,
AL,Porto Calvo,"27,7","20,26",9,
AL,Porto Calvo,"29,02","20,74",10,
AL,Porto Calvo,"30,94","21,54",11,
AL,Porto Calvo,"31,52","22,61",12,
AL,Porto de Pedras,"32,04","23,7",1,
AL,Porto de Pedras,"31,63","24,26",2,
AL,Porto de Pedras,"30,06","24,74",3,
AL,Porto de Pedras,"29,46","24,07",4,
AL,Porto de Pedras,"29,04","23,31",5,
AL,Porto de Pedras,"27,17","21,74",6,
AL,Porto de Pedras,"26,94","19,85",7,
AL,Porto de Pedras,"27,93",20,8,
AL,Porto de Pedras,"27,72","20,04",9,
AL,Porto de Pedras,"28,98","20,94",10,
AL,Porto de Pedras,"30,63","21,7",11,
AL,Porto de Pedras,"31,2","22,54",12,
AL,Porto Real do Colégio,"33,96","24,39",1,
AL,Porto Real do Colégio,"33,67","24,43",2,
AL,Porto Real do Colégio,"31,74",25,3,
AL,Porto Real do Colégio,"31,09","24,98",4,
AL,Porto Real do Colégio,"29,8","23,65",5,
AL,Porto Real do Colégio,"28,07","22,3",6,
AL,Porto Real do Colégio,28,"21,24",7,
AL,Porto Real do Colégio,"28,39","22,07",8,
AL,Porto Real do Colégio,"28,8","22,26",9,
AL,Porto Real do Colégio,"29,78","21,93",10,
AL,Porto Real do Colégio,"30,48","22,59",11,
AL,Porto Real do Colégio,"31,65","22,81",12,
AL,Quebrangulo,"34,28","23,8",1,
AL,Quebrangulo,"33,54","24,41",2,
AL,Quebrangulo,"31,11","24,54",3,
AL,Quebrangulo,"29,33","23,98",4,
AL,Quebrangulo,"29,24","23,26",5,
AL,Quebrangulo,"27,22","21,93",6,
AL,Quebrangulo,"27,67",20,7,
AL,Quebrangulo,"28,04","20,09",8,
AL,Quebrangulo,"27,59","19,85",9,
AL,Quebrangulo,"29,09","20,24",10,
AL,Quebrangulo,"31,61","20,87",11,
AL,Quebrangulo,"34,2","21,74",12,
AL,Rio Largo,"31,94","23,96",1,
AL,Rio Largo,"31,61","24,54",2,
AL,Rio Largo,30,"24,67",3,
AL,Rio Largo,"29,07","24,06",4,
AL,Rio Largo,"28,06","23,37",5,
AL,Rio Largo,"26,06","21,63",6,
AL,Rio Largo,"26,48","19,96",7,
AL,Rio Largo,"27,74","20,04",8,
AL,Rio Largo,"27,7","19,89",9,
AL,Rio Largo,"29,06","20,83",10,
AL,Rio Largo,"30,63","21,57",11,
AL,Rio Largo,"31,33","22,43",12,
AL,Roteiro,"31,89","23,91",1,
AL,Roteiro,"31,43","24,56",2,
AL,Roteiro,30,"24,76",3,
AL,Roteiro,"29,15","24,15",4,
AL,Roteiro,"28,11","23,52",5,
AL,Roteiro,"26,06","21,67",6,
AL,Roteiro,"26,41","20,13",7,
AL,Roteiro,"27,85","20,15",8,
AL,Roteiro,"27,7","20,06",9,
AL,Roteiro,"28,96","20,94",10,
AL,Roteiro,"30,57","21,81",11,
AL,Roteiro,"31,15","22,65",12,
AL,Santa Luzia do Norte,"31,83","23,87",1,
AL,Santa Luzia do Norte,"31,46","24,5",2,
AL,Santa Luzia do Norte,"29,98","24,78",3,
AL,Santa Luzia do Norte,"29,17","24,15",4,
AL,Santa Luzia do Norte,"28,11","23,54",5,
AL,Santa Luzia do Norte,"26,06","21,67",6,
AL,Santa Luzia do Norte,"26,61","20,09",7,
AL,Santa Luzia do Norte,"27,83","20,22",8,
AL,Santa Luzia do Norte,"27,72","20,15",9,
AL,Santa Luzia do Norte,"28,94","21,02",10,
AL,Santa Luzia do Norte,"30,52","21,87",11,
AL,Santa Luzia do Norte,"31,06","22,69",12,
AL,Santana do Ipanema,"35,19","23,63",1,
AL,Santana do Ipanema,"33,96","23,09",2,
AL,Santana do Ipanema,"32,06","23,69",3,
AL,Santana do Ipanema,"30,09","23,52",4,
AL,Santana do Ipanema,"29,59","22,65",5,
AL,Santana do Ipanema,"27,56","20,11",6,
AL,Santana do Ipanema,"27,89","19,17",7,
AL,Santana do Ipanema,"28,13","20,15",8,
AL,Santana do Ipanema,"27,72","19,48",9,
AL,Santana do Ipanema,"31,26","20,13",10,
AL,Santana do Ipanema,"33,67","20,8",11,
AL,Santana do Ipanema,"34,59","21,67",12,
AL,Santana do Mundaú,"32,69","23,91",1,
AL,Santana do Mundaú,"32,02","24,54",2,
AL,Santana do Mundaú,"30,19","24,72",3,
AL,Santana do Mundaú,"29,13","24,06",4,
AL,Santana do Mundaú,"28,41","23,41",5,
AL,Santana do Mundaú,"26,39","21,81",6,
AL,Santana do Mundaú,"26,87","20,17",7,
AL,Santana do Mundaú,"27,89","20,15",8,
AL,Santana do Mundaú,"27,63","20,04",9,
AL,Santana do Mundaú,"28,93","20,74",10,
AL,Santana do Mundaú,"30,89","21,69",11,
AL,Santana do Mundaú,"32,2","22,41",12,
AL,São Brás,"33,91","24,41",1,
AL,São Brás,"33,63","24,44",2,
AL,São Brás,"31,91","24,93",3,
AL,São Brás,"31,22","24,91",4,
AL,São Brás,"29,78","23,65",5,
AL,São Brás,"28,04","22,3",6,
AL,São Brás,"27,98","21,24",7,
AL,São Brás,"28,44","22,09",8,
AL,São Brás,"28,74","22,26",9,
AL,São Brás,"29,74","21,91",10,
AL,São Brás,"30,5","22,57",11,
AL,São Brás,"31,65","22,8",12,
AL,São José da Laje,"32,5","23,74",1,
AL,São José da Laje,"31,85","24,35",2,
AL,São José da Laje,"29,89","24,65",3,
AL,São José da Laje,"29,2","24,06",4,
AL,São José da Laje,"28,35","23,24",5,
AL,São José da Laje,"26,37","21,61",6,
AL,São José da Laje,"26,96","20,02",7,
AL,São José da Laje,"27,87","20,09",8,
AL,São José da Laje,"27,46","20,17",9,
AL,São José da Laje,"28,89","20,76",10,
AL,São José da Laje,"30,87","21,65",11,
AL,São José da Laje,"31,54","22,54",12,
AL,São José da Tapera,"36,22","24,46",1,
AL,São José da Tapera,"34,37","23,69",2,
AL,São José da Tapera,"32,87","24,57",3,
AL,São José da Tapera,"32,11","24,35",4,
AL,São José da Tapera,"30,57","23,3",5,
AL,São José da Tapera,"28,57","20,7",6,
AL,São José da Tapera,"29,31","19,93",7,
AL,São José da Tapera,"30,04","20,98",8,
AL,São José da Tapera,"30,87","20,98",9,
AL,São José da Tapera,"33,7","22,07",10,
AL,São José da Tapera,"34,7","21,83",11,
AL,São José da Tapera,36,"22,69",12,
AL,São Luís do Quitunde,"32,22","23,52",1,
AL,São Luís do Quitunde,"31,72","24,06",2,
AL,São Luís do Quitunde,"30,17","24,72",3,
AL,São Luís do Quitunde,"29,43","23,93",4,
AL,São Luís do Quitunde,"29,37","23,19",5,
AL,São Luís do Quitunde,"28,02","21,8",6,
AL,São Luís do Quitunde,"27,28","19,74",7,
AL,São Luís do Quitunde,"27,8","19,85",8,
AL,São Luís do Quitunde,"27,7","20,06",9,
AL,São Luís do Quitunde,"28,98","20,89",10,
AL,São Luís do Quitunde,"30,63","21,7",11,
AL,São Luís do Quitunde,"31,17","22,57",12,
AL,São Miguel Dos Campos,"32,15","23,91",1,
AL,São Miguel Dos Campos,"31,57","24,56",2,
AL,São Miguel Dos Campos,"30,07","24,74",3,
AL,São Miguel Dos Campos,"29,13","24,19",4,
AL,São Miguel Dos Campos,"28,24","23,56",5,
AL,São Miguel Dos Campos,"26,13","21,72",6,
AL,São Miguel Dos Campos,"26,52","20,22",7,
AL,São Miguel Dos Campos,"27,85","20,17",8,
AL,São Miguel Dos Campos,"27,61","20,06",9,
AL,São Miguel Dos Campos,"28,87","20,89",10,
AL,São Miguel Dos Campos,"30,65","21,81",11,
AL,São Miguel Dos Campos,"31,5","22,59",12,
AL,São Miguel Dos Milagres,"32,09","23,67",1,
AL,São Miguel Dos Milagres,"31,65","24,22",2,
AL,São Miguel Dos Milagres,"30,09","24,74",3,
AL,São Miguel Dos Milagres,"29,41","24,06",4,
AL,São Miguel Dos Milagres,"29,07","23,31",5,
AL,São Miguel Dos Milagres,"27,31","21,76",6,
AL,São Miguel Dos Milagres,"26,93","19,83",7,
AL,São Miguel Dos Milagres,"27,87","19,96",8,
AL,São Miguel Dos Milagres,"27,72","20,04",9,
AL,São Miguel Dos Milagres,"28,98","20,94",10,
AL,São Miguel Dos Milagres,"30,61","21,72",11,
AL,São Miguel Dos Milagres,"31,19","22,56",12,
AL,Satuba,"31,87","23,91",1,
AL,Satuba,"31,52","24,52",2,
AL,Satuba,30,"24,76",3,
AL,Satuba,"29,17","24,13",4,
AL,Satuba,"28,11","23,52",5,
AL,Satuba,"26,06","21,69",6,
AL,Satuba,"26,59","20,09",7,
AL,Satuba,"27,83","20,19",8,
